year month day hour minnute second latitude longitude depth magnitude label
2012 10 24 21 5 16.25 40.0270 140.5373 9.46 1.1 1
2012 10 24 23 37 51.22 40.0310 140.5388 8.77 0.5 1
2012 10 25 5 20 16.76 40.0425 140.5342 9.71 1.2 1
2012 10 25 9 4 24.12 40.0313 140.5335 9.78 0.9 1
2012 10 25 10 5 38.74 40.0487 140.5390 10.18 1.1 1
2012 10 25 13 26 34.85 40.0387 140.5317 9.55 0.7 1
2012 10 25 14 37 38.36 40.0333 140.5323 8.74 0.6 1
2012 10 25 21 50 30.67 40.0347 140.5387 8.22 1.2 1
2012 10 26 4 37 7.91 40.0322 140.5433 8.90 1.2 1
2012 10 26 5 54 14.63 40.0350 140.5302 9.34 0.3 1
2012 10 26 5 54 55.80 40.0363 140.5363 9.31 0.7 1
2012 10 26 18 49 41.69 40.0463 140.5512 10.15 0.3 1
2012 10 26 19 32 51.89 40.0497 140.5482 10.37 0.4 1
2012 10 26 22 43 51.09 40.0333 140.5407 8.41 0.8 1
2012 10 26 22 46 18.80 40.0310 140.5383 7.83 0.2 1
2012 10 27 3 22 39.01 40.0372 140.5320 9.34 1.0 1
2012 10 27 3 56 52.98 40.0478 140.5370 9.83 0.9 1
2012 10 27 4 31 14.93 40.0317 140.5300 6.40 0.5 1
2012 10 27 6 37 38.68 40.0295 140.5333 8.97 0.3 1
2012 10 27 6 39 23.91 40.0287 140.5360 9.13 0.6 1
2012 10 27 6 57 30.25 40.0227 140.5330 8.54 0.5 1
2012 10 27 8 23 21.86 40.0418 140.5250 8.13 0.3 1
2012 10 27 8 24 7.33 40.0368 140.5257 7.01 0.4 1
2012 10 27 11 31 25.71 40.0290 140.5363 9.19 0.6 1
2012 10 27 19 18 28.66 40.0345 140.5387 8.94 2.8 1
2012 10 28 2 10 48.90 40.0322 140.5412 9.59 0.8 1
2012 10 28 10 23 18.98 40.0422 140.5310 9.71 0.8 1
2012 10 28 11 34 8.11 40.0415 140.5328 9.16 1.0 1
2012 10 28 12 10 9.34 40.0300 140.5377 8.32 0.8 1
2012 10 28 16 40 14.19 40.0287 140.5427 8.47 1.1 0
2012 10 28 16 41 38.59 40.0325 140.5373 6.44 0.3 1
2012 10 28 19 48 30.34 40.0287 140.5373 8.21 0.5 1
2012 10 28 20 19 8.08 40.0462 140.5425 9.74 2.5 0
2012 10 28 20 20 16.93 40.0453 140.5338 9.04 1.8 1
2012 10 28 20 22 12.72 40.0445 140.5413 9.57 0.3 0
2012 10 28 22 34 15.40 40.0478 140.5358 8.72 0.5 0
2012 10 29 5 41 38.12 40.0427 140.5468 8.97 0.7 0
2012 10 29 7 29 58.62 40.0353 140.5318 9.58 0.6 1
2012 10 29 7 30 12.95 40.0355 140.5318 9.59 0.7 1
2012 10 29 8 1 18.80 40.0342 140.5342 9.20 1.4 1
2012 10 29 10 44 13.10 40.0355 140.5398 8.74 1.4 0
2012 10 29 12 35 57.23 40.0485 140.5277 9.48 0.8 0
2012 10 29 15 53 5.08 40.0312 140.5390 8.31 1.8 1
2012 10 29 16 25 28.88 40.0350 140.5368 8.90 1.0 1
2012 10 29 20 49 56.89 40.0327 140.5387 9.08 1.0 1
2012 10 29 22 40 12.32 40.0302 140.5385 8.57 1.8 1
2012 10 30 6 47 38.72 40.0290 140.5393 7.40 0.5 1
2012 10 30 10 57 5.87 40.0310 140.5373 9.39 0.7 0
2012 10 30 12 12 42.86 40.0357 140.5480 10.01 0.8 1
2012 10 30 12 36 37.17 40.0402 140.5417 9.58 0.4 1
2012 10 30 12 38 48.83 40.0385 140.5418 7.24 0.4 1
2012 10 30 12 47 25.05 40.0353 140.5468 7.78 0.6 1
2012 10 30 23 17 47.57 40.0347 140.5378 8.78 1.2 1
2012 10 31 0 15 37.38 40.0468 140.5423 9.13 2.2 0
2012 10 31 1 16 19.76 40.0333 140.5363 8.47 0.4 1
2012 10 31 12 28 12.63 40.0303 140.5382 8.34 0.8 1
2012 10 31 18 59 49.37 40.0240 140.5405 8.51 1.1 1
2012 10 31 21 11 56.26 40.0225 140.5402 8.56 1.1 1
2012 10 31 21 57 5.04 40.0333 140.5395 8.10 0.9 1
2012 10 31 22 45 44.21 40.0300 140.5373 7.93 0.6 1
2012 10 31 22 54 56.98 40.0332 140.5377 9.02 0.8 1
2012 11 1 3 23 6.30 40.0303 140.5310 9.68 0.5 1
2012 11 1 3 44 20.72 40.0365 140.5288 8.49 0.4 0
2012 11 1 5 45 26.08 40.0353 140.5395 8.59 1.0 0
2012 11 1 13 36 27.45 40.0325 140.5290 7.92 0.2 1
2012 11 1 16 56 58.22 40.0358 140.5380 8.49 1.2 1
2012 11 1 23 50 37.09 40.0300 140.5367 7.27 0.2 1
2012 11 2 6 36 17.06 40.0233 140.5427 8.23 1.1 1
2012 11 2 9 29 23.84 40.0440 140.5412 9.37 1.4 0
2012 11 2 11 22 48.46 40.0350 140.5382 9.57 2.1 1
2012 11 2 11 24 4.57 40.0348 140.5307 9.28 1.0 1
2012 11 2 20 36 49.12 40.0295 140.5382 8.49 1.3 1
2012 11 2 21 28 2.74 40.0408 140.5327 8.95 0.8 1
2012 11 2 22 37 29.14 40.0367 140.5390 8.72 2.4 1
2012 11 2 22 48 58.82 40.0358 140.5412 9.04 0.7 1
2012 11 2 22 52 9.37 40.0347 140.5393 9.21 0.6 1
2012 11 3 4 8 13.58 40.0353 140.5400 9.35 1.0 1
2012 11 3 7 13 31.66 40.0380 140.5403 9.27 2.0 1
2012 11 3 10 58 13.05 40.0367 140.5378 8.94 0.9 1
2012 11 3 10 59 32.34 40.0362 140.5373 9.42 0.2 1
2012 11 3 18 21 46.43 40.0323 140.5330 9.56 0.4 1
2012 11 3 20 15 58.41 40.0288 140.5402 9.68 1.0 1
2012 11 3 22 17 34.04 40.0372 140.5398 9.14 1.9 1
2012 11 3 22 21 15.39 40.0360 140.5410 9.99 0.5 1
2012 11 4 1 36 32.26 40.0355 140.5337 8.67 0.0 1
2012 11 4 10 44 46.14 40.0265 140.5318 7.79 0.1 1
2012 11 4 17 5 53.98 40.0367 140.5383 8.95 1.5 0
2012 11 4 17 7 5.41 40.0353 140.5342 8.47 0.3 1
2012 11 4 17 10 51.59 40.0372 140.5358 9.08 1.8 1
2012 11 4 21 49 36.57 40.0500 140.5398 8.69 2.2 0
2012 11 5 1 7 48.40 40.0460 140.5380 8.71 0.6 1
2012 11 5 5 6 48.63 40.0343 140.5373 9.01 0.4 1
2012 11 5 5 20 22.65 40.0287 140.5420 8.48 0.8 1
2012 11 5 5 29 16.30 40.0303 140.5403 8.74 1.0 1
2012 11 5 5 31 57.00 40.0305 140.5375 8.98 0.6 1
2012 11 5 5 36 56.45 40.0300 140.5385 8.83 0.6 1
2012 11 5 11 18 52.83 40.0405 140.5428 10.42 0.6 1
2012 11 5 15 41 37.52 40.0345 140.5315 8.94 0.6 1
2012 11 5 15 41 48.58 40.0342 140.5310 7.62 0.4 1
2012 11 5 18 27 10.86 40.0352 140.5380 9.81 0.4 1
2012 11 5 19 54 42.65 40.0328 140.5365 8.49 0.5 1
2012 11 5 21 26 3.31 40.0322 140.5380 9.16 0.6 1
2012 11 5 23 47 18.70 40.0373 140.5308 9.33 0.2 1
2012 11 6 4 15 51.92 40.0342 140.5383 7.71 1.2 1
2012 11 6 18 24 40.25 40.0423 140.5430 9.76 1.5 1
2012 11 6 20 39 39.58 40.0302 140.5347 8.59 0.6 1
2012 11 6 20 40 0.11 40.0312 140.5368 9.17 0.7 1
2012 11 6 22 45 52.90 40.0328 140.5365 8.26 0.2 1
2012 11 6 22 53 40.21 40.0340 140.5350 9.26 0.7 1
2012 11 7 1 27 26.81 40.0312 140.5355 8.53 0.9 1
2012 11 7 4 58 29.70 40.0470 140.5538 10.06 0.7 0
2012 11 7 6 45 22.74 40.0470 140.5368 9.86 0.2 1
2012 11 7 7 9 33.05 40.0322 140.5385 7.96 1.0 1
2012 11 7 19 42 43.98 40.0410 140.5518 9.91 0.6 1
2012 11 8 0 52 56.87 40.0362 140.5377 8.29 1.2 1
2012 11 8 8 57 2.55 40.0385 140.5290 9.11 1.2 1
2012 11 8 12 3 49.31 40.0480 140.5455 9.19 1.2 0
2012 11 8 13 21 27.60 40.0332 140.5313 9.11 0.9 1
2012 11 8 21 16 17.57 40.0370 140.5318 9.48 1.2 1
2012 11 8 21 35 46.66 40.0347 140.5325 9.76 0.7 1
2012 11 8 21 55 57.88 40.0328 140.5330 9.19 1.0 1
2012 11 8 22 7 22.83 40.0320 140.5360 9.15 1.1 1
2012 11 9 0 8 48.45 40.0327 140.5340 9.02 1.2 0
2012 11 9 0 51 6.63 40.0527 140.5333 9.26 0.9 1
2012 11 9 2 9 50.25 40.0310 140.5337 8.11 0.6 1
2012 11 9 3 46 46.15 40.0377 140.5368 8.75 0.6 1
2012 11 9 3 46 54.61 40.0370 140.5415 8.67 2.4 1
2012 11 9 3 48 5.49 40.0360 140.5385 9.43 1.4 1
2012 11 9 7 18 20.88 40.0330 140.5445 9.02 0.8 1
2012 11 9 7 22 23.12 40.0340 140.5322 8.98 0.8 1
2012 11 9 8 57 9.55 40.0397 140.5315 9.43 0.3 1
2012 11 9 13 59 30.53 40.0343 140.5407 9.77 1.5 1
2012 11 9 16 5 59.81 40.0372 140.5372 8.80 0.5 1
2012 11 9 20 8 39.59 40.0332 140.5315 9.54 0.6 1
2012 11 10 0 3 2.91 40.0320 140.5313 8.28 0.6 1
2012 11 10 1 41 34.78 40.0497 140.5345 9.37 0.6 1
2012 11 10 9 7 37.50 40.0337 140.5338 8.53 0.8 1
2012 11 10 19 14 14.41 40.0323 140.5355 8.46 0.8 1
2012 11 10 20 5 50.01 40.0298 140.5380 8.34 0.7 1
2012 11 10 20 10 38.49 40.0318 140.5350 7.84 0.8 1
2012 11 11 4 16 24.83 40.0473 140.5438 9.10 2.6 0
2012 11 11 4 19 21.34 40.0470 140.5440 9.29 1.2 0
2012 11 11 12 15 59.69 40.0365 140.5448 10.61 0.8 1
2012 11 11 14 57 32.20 40.0327 140.5305 9.62 0.4 1
2012 11 11 17 8 0.78 40.0410 140.5590 9.36 0.6 1
2012 11 11 20 12 17.52 40.0427 140.5575 10.46 0.7 1
2012 11 12 3 8 40.28 40.0360 140.5348 8.71 0.7 1
2012 11 12 3 8 53.17 40.0355 140.5343 8.38 0.4 1
2012 11 12 7 37 6.42 40.0457 140.5445 9.22 1.6 0
2012 11 12 9 58 9.30 40.0343 140.5335 9.41 0.9 0
2012 11 12 9 58 17.04 40.0365 140.5310 8.96 0.8 1
2012 11 12 16 17 9.61 40.0305 140.5420 7.48 1.0 0
2012 11 12 16 17 26.29 40.0318 140.5388 8.55 0.9 1
2012 11 12 20 50 54.44 40.0308 140.5335 8.23 0.8 1
2012 11 12 20 52 36.77 40.0315 140.5332 8.01 0.4 1
2012 11 12 20 53 6.41 40.0338 140.5367 8.76 1.7 1
2012 11 12 20 53 13.26 40.0342 140.5323 10.85 1.6 1
2012 11 13 3 13 4.53 40.0520 140.5500 10.28 0.5 0
2012 11 13 3 14 33.12 40.0518 140.5487 10.12 0.3 0
2012 11 13 8 5 46.05 40.0382 140.5397 8.98 1.0 1
2012 11 13 8 6 49.34 40.0395 140.5387 8.87 1.6 1
2012 11 13 8 8 2.48 40.0390 140.5363 8.65 0.6 1
2012 11 13 8 44 53.05 40.0375 140.5367 9.66 1.1 1
2012 11 13 9 7 10.27 40.0385 140.5382 9.42 0.6 1
2012 11 13 9 26 21.88 40.0520 140.5505 10.57 1.2 0
2012 11 13 14 24 39.39 40.0313 140.5347 8.88 1.1 0
2012 11 14 1 40 2.44 40.0467 140.5378 8.55 1.2 1
2012 11 14 11 53 23.77 40.0333 140.5327 8.64 1.8 1
2012 11 14 17 8 49.80 40.0343 140.5290 9.02 0.6 1
2012 11 14 22 7 10.93 40.0447 140.5427 9.48 0.7 1
2012 11 15 8 49 39.82 40.0342 140.5280 9.32 0.6 1
2012 11 15 10 8 42.40 40.0265 140.5263 10.20 0.7 1
2012 11 15 12 2 56.84 40.0477 140.5373 8.33 0.6 0
2012 11 15 12 12 9.02 40.0440 140.5482 8.69 0.6 0
2012 11 15 13 57 50.10 40.0438 140.5422 10.59 0.6 0
2012 11 15 15 43 39.56 40.0322 140.5343 8.04 0.9 1
2012 11 15 15 53 54.87 40.0360 140.5358 7.83 0.5 1
2012 11 15 16 46 55.88 40.0337 140.5318 7.59 0.7 1
2012 11 15 16 47 13.40 40.0338 140.5327 8.01 0.9 1
2012 11 16 1 9 8.22 40.0302 140.5270 9.13 0.1 1
2012 11 16 1 9 58.30 40.0283 140.5323 8.58 0.8 1
2012 11 16 1 10 30.39 40.0272 140.5358 8.37 1.7 1
2012 11 16 11 39 3.03 40.0265 140.5363 8.38 1.0 1
2012 11 16 14 20 41.69 40.0395 140.5365 9.49 3.3 1
2012 11 16 14 20 50.29 40.0413 140.5298 8.22 3.5 1
2012 11 16 14 21 39.20 40.0383 140.5337 9.21 2.0 1
2012 11 16 14 23 15.10 40.0322 140.5348 8.85 1.0 1
2012 11 16 14 24 35.34 40.0455 140.5258 9.30 0.7 1
2012 11 16 14 33 29.45 40.0302 140.5353 10.05 0.4 1
2012 11 16 14 39 35.36 40.0452 140.5285 8.34 0.7 1
2012 11 16 14 51 34.34 40.0447 140.5458 7.78 0.7 1
2012 11 16 14 57 49.03 40.0282 140.5312 7.37 0.5 0
2012 11 16 14 58 14.72 40.0467 140.5275 9.42 0.2 1
2012 11 16 14 59 51.20 40.0322 140.5317 9.35 0.2 1
2012 11 17 2 26 20.38 40.0395 140.5502 8.76 0.3 0
2012 11 17 18 16 18.37 40.0520 140.5232 9.56 0.9 1
2012 11 18 0 47 37.11 40.0383 140.5348 9.09 0.7 1
2012 11 18 18 18 59.28 40.0387 140.5398 7.79 1.6 1
2012 11 18 21 37 1.88 40.0318 140.5365 9.26 0.7 1
2012 11 18 21 40 11.23 40.0320 140.5360 9.30 0.6 1
2012 11 19 3 15 59.90 40.0305 140.5398 8.46 1.4 1
2012 11 19 7 56 35.34 40.0400 140.5382 8.22 1.2 1
2012 11 19 11 37 52.14 40.0375 140.5410 9.06 2.1 1
2012 11 19 18 30 48.93 40.0308 140.5390 10.40 0.4 1
2012 11 19 20 46 50.67 40.0312 140.5350 9.54 0.4 1
2012 11 20 5 57 4.49 40.0378 140.5377 9.26 1.3 1
2012 11 20 5 57 13.88 40.0398 140.5323 8.00 1.2 1
2012 11 20 11 44 8.55 40.0393 140.5365 8.25 1.6 1
2012 11 20 20 9 11.87 40.0533 140.5462 10.13 0.7 1
2012 11 20 22 31 0.52 40.0525 140.5483 9.83 0.6 0
2012 11 22 0 33 57.43 40.0352 140.5342 8.88 0.8 1
2012 11 22 7 0 52.56 40.0497 140.5358 8.84 0.7 1
2012 11 22 8 24 23.97 40.0447 140.5405 9.93 0.3 1
2012 11 22 10 19 21.87 40.0337 140.5278 9.64 0.6 1
2012 11 23 22 20 15.65 40.0348 140.5405 9.13 0.7 1
2012 11 24 10 10 35.69 40.0272 140.5322 8.73 0.3 1
2012 11 24 11 49 17.38 40.0492 140.5365 9.51 0.9 1
2012 11 25 7 55 17.36 40.0387 140.5415 9.27 2.8 1
2012 11 25 8 54 33.66 40.0375 140.5410 9.43 0.6 1
2012 11 25 15 2 28.71 40.0372 140.5405 9.24 0.9 1
2012 11 25 19 36 21.24 40.0378 140.5428 9.54 1.2 1
2012 11 26 0 52 51.95 40.0402 140.5393 9.06 1.3 1
2012 11 26 0 53 18.85 40.0368 140.5388 8.56 0.9 1
2012 11 27 0 42 39.09 40.0363 140.5353 8.42 1.5 1
2012 11 27 12 1 42.08 40.0385 140.5310 8.14 0.4 1
2012 11 27 15 57 42.42 40.0398 140.5417 9.11 1.9 1
2012 11 27 15 58 53.40 40.0412 140.5348 9.25 0.4 1
2012 11 28 7 27 13.10 40.0353 140.5420 9.66 0.7 1
2012 11 28 9 6 57.98 40.0305 140.5215 6.85 0.4 1
2012 11 28 20 33 10.40 40.0515 140.5463 10.70 0.7 1
2012 11 29 1 13 51.89 40.0388 140.5352 9.21 1.7 1
2012 11 30 4 11 15.74 40.0385 140.5377 9.48 1.1 1
2012 11 30 9 26 53.47 40.0348 140.5295 8.90 0.5 1
2012 11 30 10 30 14.35 40.0292 140.5358 10.06 0.8 1
2012 11 30 10 30 27.68 40.0260 140.5340 8.90 0.2 1
2012 11 30 17 38 0.70 40.0355 140.5385 8.82 0.6 1
2012 11 30 17 39 12.29 40.0383 140.5395 8.74 2.4 1
2012 12 1 3 15 35.85 40.0290 140.5402 8.04 0.8 1
2012 12 1 4 40 58.82 40.0292 140.5395 8.80 0.7 1
2012 12 1 7 23 21.49 40.0362 140.5385 9.04 0.5 1
2012 12 1 20 32 29.49 40.0333 140.5275 9.16 0.5 1
2012 12 1 22 50 16.24 40.0297 140.5343 9.03 1.1 1
2012 12 1 22 51 10.47 40.0307 140.5357 8.60 1.0 1
2012 12 2 3 8 37.49 40.0410 140.5513 9.98 0.8 0
2012 12 2 8 4 51.96 40.0340 140.5310 8.41 0.2 1
2012 12 4 12 39 37.00 40.0317 140.5448 8.97 0.8 1
2012 12 6 3 43 45.61 40.0375 140.5422 8.79 1.5 1
2012 12 9 4 35 44.53 40.0352 140.5395 8.88 1.1 1
2012 12 9 10 33 53.48 40.0488 140.5537 10.69 0.9 0
2012 12 9 18 54 5.50 40.0347 140.5395 8.44 0.3 1
2012 12 9 23 37 28.68 40.0580 140.5493 10.27 1.0 0
2012 12 10 13 11 5.75 40.0345 140.5383 9.03 1.4 1
2012 12 11 1 42 43.53 40.0410 140.5350 8.18 0.9 1
2012 12 11 5 20 19.79 40.0308 140.5398 9.41 1.0 1
2012 12 11 12 10 9.48 40.0400 140.5378 7.32 0.8 0
2012 12 12 7 37 51.07 40.0385 140.5362 9.19 1.2 1
2012 12 12 8 1 3.65 40.0327 140.5230 8.96 0.4 1
2012 12 12 8 27 47.39 40.0340 140.5395 9.09 1.3 1
2012 12 13 1 31 27.28 40.0358 140.5225 8.89 0.5 1
2012 12 13 1 45 46.22 40.0305 140.5363 8.44 0.9 0
2012 12 13 5 8 56.25 40.0360 140.5382 9.05 0.7 0
2012 12 14 8 3 20.53 40.0385 140.5315 8.90 1.2 1
2012 12 14 8 28 23.05 40.0382 140.5313 8.84 1.7 1
2012 12 14 18 10 12.92 40.0360 140.5250 9.06 0.4 1
2012 12 15 11 22 18.40 40.0390 140.5432 8.90 2.7 1
2012 12 15 11 22 36.38 40.0373 140.5345 7.57 2.1 1
2012 12 15 11 23 39.85 40.0395 140.5345 8.83 1.0 1
2012 12 15 11 25 23.00 40.0380 140.5345 8.97 0.4 1
2012 12 15 11 25 52.44 40.0385 140.5317 9.09 0.6 1
2012 12 15 12 34 19.57 40.0260 140.5375 8.90 0.7 1
2012 12 15 13 6 16.03 40.0363 140.5317 8.02 0.6 1
2012 12 15 13 7 9.33 40.0380 140.5407 8.69 0.2 1
2012 12 15 13 7 15.95 40.0368 140.5260 8.36 0.4 1
2012 12 15 21 25 14.84 40.0297 140.5392 8.71 1.0 1
2012 12 15 21 36 3.52 40.0310 140.5318 8.71 0.4 1
2012 12 15 23 22 17.40 40.0258 140.5377 8.54 0.6 1
2012 12 16 4 30 54.11 40.0387 140.5450 8.82 0.9 0
2012 12 16 4 59 23.51 40.0292 140.5370 9.22 1.6 1
2012 12 16 16 23 35.57 40.0315 140.5350 9.32 0.5 1
2012 12 17 1 35 32.64 40.0325 140.5288 9.16 0.3 1
2012 12 17 1 39 29.73 40.0313 140.5297 9.56 0.4 1
2012 12 17 5 8 0.39 40.0303 140.5377 7.90 1.4 1
2012 12 17 14 13 59.20 40.0267 140.5368 8.51 0.8 1
2012 12 17 23 48 20.28 40.0377 140.5298 8.61 0.7 0
2012 12 18 4 49 55.48 40.0385 140.5378 9.59 0.5 1
2012 12 18 5 26 44.88 40.0417 140.5338 9.80 0.6 1
2012 12 18 12 41 25.33 40.0402 140.5442 10.62 0.7 1
2012 12 19 7 34 51.68 40.0495 140.5553 10.31 1.8 1
2012 12 19 10 22 28.07 40.0492 140.5525 10.44 1.3 0
2012 12 19 22 4 55.86 40.0503 140.5500 10.81 1.3 0
2012 12 20 19 14 20.87 40.0360 140.5378 8.37 2.0 1
2012 12 21 9 53 17.36 40.0413 140.5573 9.18 0.8 1
2012 12 21 14 53 30.53 40.0390 140.5450 9.55 2.0 1
2012 12 21 14 57 27.35 40.0430 140.5345 9.86 0.6 1
2012 12 21 21 38 22.67 40.0423 140.5452 10.39 0.4 0
2012 12 22 1 28 48.80 40.0377 140.5440 9.15 0.9 1
2012 12 22 4 26 39.25 40.0355 140.5260 6.76 0.3 1
2012 12 22 19 51 39.08 40.0290 140.5368 8.29 0.3 0
2012 12 23 12 52 10.16 40.0368 140.5332 9.27 1.2 1
2012 12 24 12 1 17.04 40.0432 140.5270 8.43 1.2 1
2012 12 24 15 24 17.44 40.0403 140.5335 8.34 1.0 1
2012 12 25 4 46 11.03 40.0350 140.5492 7.71 0.4 1
2012 12 25 18 14 47.28 40.0367 140.5495 10.50 0.8 1
2012 12 27 9 10 43.37 40.0357 140.5270 9.38 0.6 1
2012 12 28 15 10 23.26 40.0385 140.5297 8.97 0.8 1
2012 12 28 20 46 28.89 40.0383 140.5305 8.06 0.4 1
2012 12 28 22 49 17.62 40.0390 140.5287 7.82 0.4 1
2012 12 30 6 31 56.05 40.0418 140.5335 7.44 0.4 1
2012 12 30 9 51 2.46 40.0387 140.5390 8.31 0.5 1
2012 12 30 11 22 21.17 40.0388 140.5447 9.52 2.3 0
2012 12 30 12 19 53.36 40.0363 140.5350 8.84 0.3 1
2012 12 30 13 59 26.42 40.0372 140.5455 9.45 0.4 1
2012 12 30 18 12 29.78 40.0318 140.5422 8.20 1.0 1
2012 12 30 23 42 58.63 40.0292 140.5348 9.15 0.9 1
2012 12 31 0 36 11.88 40.0275 140.5333 8.12 0.8 1
2012 12 31 2 18 13.62 40.0388 140.5407 8.49 0.8 1
2012 12 31 10 3 23.47 40.0382 140.5343 10.00 1.3 1
2012 12 31 10 3 35.44 40.0370 140.5372 8.83 1.3 1
2012 12 31 14 9 49.57 40.0288 140.5388 7.72 0.5 1
2012 12 31 14 10 6.46 40.0308 140.5397 8.91 1.1 1
2012 12 31 19 36 46.47 40.0433 140.5323 9.04 1.2 1
2013 1 1 20 36 33.28 40.0527 140.5505 10.38 0.4 0
2013 1 1 21 41 28.49 40.0492 140.5572 9.46 0.6 0
2013 1 2 5 56 57.78 40.0452 140.5272 8.13 0.2 1
2013 1 2 11 49 31.41 40.0415 140.5373 10.04 1.0 1
2013 1 2 18 44 34.99 40.0377 140.5360 8.64 1.1 1
2013 1 3 6 39 58.51 40.0513 140.5552 10.11 1.5 0
2013 1 3 7 39 45.65 40.0452 140.5295 8.76 0.8 1
2013 1 3 13 27 36.45 40.0323 140.5395 8.41 1.4 1
2013 1 4 21 19 58.10 40.0330 140.5418 8.80 1.9 1
2013 1 4 21 48 21.21 40.0485 140.5485 9.55 1.0 0
2013 1 4 21 48 33.03 40.0493 140.5483 9.64 0.7 1
2013 1 4 21 51 29.41 40.0475 140.5483 8.93 0.6 1
2013 1 4 21 53 46.72 40.0497 140.5475 10.18 0.4 1
2013 1 4 23 33 10.45 40.0403 140.5542 10.27 0.5 1
2013 1 5 9 26 29.68 40.0323 140.5333 8.84 0.5 1
2013 1 5 12 59 36.54 40.0415 140.5448 9.12 0.8 0
2013 1 5 19 41 29.95 40.0302 140.5438 9.20 0.9 1
2013 1 6 1 26 31.83 40.0503 140.5425 10.03 0.7 1
2013 1 6 5 19 11.35 40.0403 140.5410 8.52 0.6 0
2013 1 6 14 10 22.13 40.0313 140.5352 9.75 0.8 1
2013 1 6 16 6 24.57 40.0510 140.5475 10.10 1.0 0
2013 1 6 22 44 39.79 40.0367 140.5392 9.19 1.8 1
2013 1 7 5 21 29.35 40.0390 140.5312 8.93 1.3 1
2013 1 7 11 56 34.60 40.0418 140.5442 8.54 1.6 0
2013 1 7 12 10 12.53 40.0435 140.5405 8.72 1.3 0
2013 1 7 19 32 24.17 40.0462 140.5543 9.77 0.5 0
2013 1 8 11 26 3.08 40.0405 140.5243 9.87 0.5 1
2013 1 9 5 0 54.63 40.0290 140.5368 8.94 1.2 0
2013 1 11 1 39 11.13 40.0355 140.5250 9.08 0.6 1
2013 1 11 15 15 36.91 40.0475 140.5473 9.41 2.8 1
2013 1 11 15 16 27.35 40.0262 140.5328 10.46 1.1 1
2013 1 11 15 17 19.53 40.0460 140.5452 9.64 1.3 0
2013 1 11 15 20 15.46 40.0310 140.5407 9.02 1.2 1
2013 1 11 15 20 35.05 40.0377 140.5537 8.63 1.3 1
2013 1 11 15 21 24.05 40.0437 140.5337 8.66 1.2 1
2013 1 11 15 23 43.92 40.0552 140.5362 10.38 0.3 1
2013 1 11 15 25 0.60 40.0307 140.5272 9.71 0.8 1
2013 1 11 15 46 48.08 40.0552 140.5367 10.57 0.7 1
2013 1 11 15 50 58.99 40.0408 140.5507 10.21 0.9 0
2013 1 11 15 56 46.96 40.0393 140.5457 9.33 0.9 1
2013 1 11 16 18 8.37 40.0398 140.5465 11.11 0.7 0
2013 1 11 16 22 53.25 40.0545 140.5447 10.58 1.1 0
2013 1 11 16 51 13.06 40.0422 140.5487 9.78 1.2 0
2013 1 11 17 30 46.72 40.0467 140.5438 9.08 1.3 1
2013 1 11 17 41 53.45 40.0398 140.5437 9.01 0.9 1
2013 1 11 19 15 28.10 40.0452 140.5372 9.42 0.3 1
2013 1 11 21 38 52.39 40.0528 140.5480 9.42 1.7 1
2013 1 11 21 40 39.65 40.0510 140.5440 9.97 0.7 0
2013 1 11 21 40 44.66 40.0538 140.5403 9.84 0.9 0
2013 1 11 21 40 59.67 40.0478 140.5502 8.76 1.3 1
2013 1 11 22 6 47.44 40.0478 140.5478 9.22 0.4 1
2013 1 11 23 39 5.88 40.0512 140.5498 10.22 1.0 0
2013 1 12 0 13 40.55 40.0465 140.5478 9.50 1.9 1
2013 1 12 2 6 38.53 40.0495 140.5447 10.14 0.9 1
2013 1 12 4 28 54.10 40.0517 140.5453 9.00 1.5 0
2013 1 12 5 27 0.14 40.0463 140.5418 9.39 1.0 0
2013 1 12 5 27 13.97 40.0510 140.5445 9.15 0.8 1
2013 1 12 7 56 52.10 40.0435 140.5427 9.53 2.3 1
2013 1 12 10 7 10.63 40.0515 140.5450 9.53 0.8 0
2013 1 12 17 34 59.27 40.0397 140.5278 7.39 0.5 1
2013 1 12 17 39 45.44 40.0482 140.5470 10.28 0.7 1
2013 1 12 20 1 11.65 40.0512 140.5462 8.80 0.6 1
2013 1 12 20 28 7.33 40.0450 140.5500 9.71 1.1 1
2013 1 12 20 30 19.23 40.0535 140.5392 9.78 0.1 1
2013 1 12 20 31 56.93 40.0528 140.5407 10.10 0.3 1
2013 1 12 20 32 22.71 40.0557 140.5373 9.42 0.1 1
2013 1 13 1 35 29.71 40.0418 140.5438 10.13 1.6 1
2013 1 14 0 29 31.80 40.0472 140.5477 9.49 1.5 1
2013 1 14 4 36 57.94 40.0487 140.5442 8.65 1.2 1
2013 1 14 6 22 11.89 40.0403 140.5367 8.92 0.5 1
2013 1 14 7 49 21.43 40.0463 140.5318 8.95 0.2 0
2013 1 14 11 21 12.04 40.0500 140.5475 9.17 1.0 1
2013 1 14 11 24 23.97 40.0477 140.5433 9.50 0.4 1
2013 1 15 15 35 43.10 40.0483 140.5495 10.12 1.3 1
2013 1 15 15 36 43.53 40.0525 140.5398 9.65 0.6 1
2013 1 15 15 37 16.36 40.0488 140.5535 9.80 1.7 1
2013 1 15 16 1 25.05 40.0483 140.5520 10.22 1.9 0
2013 1 16 4 4 1.43 40.0397 140.5412 9.34 0.7 1
